userEmail,projectSelected,dateStart,dateEnd,taskSelected,commentAdded,d0,d1,d2,d3,d4,d5,d6,activityName
kathleen98@example.org,"Adams, Stewart and Thompson Initiative",16-07-2023,22-07-2023,,Feeling optimistic about this project,,5.0,1.0,4.0,6.0,5.0,,BAU Activity
cstanton@example.com,Nolan-Clark Initiative,19-02-2023,25-02-2023,,Eager to collaborate with the team,,0.0,5.0,,10.0,,,Sales Activity
saramartin@example.com,"Lam, Fisher and Abbott Project",10-12-2023,16-12-2023,,Feeling optimistic about this project,,5.0,9.0,4.0,4.0,5.0,2.0,Sales Activity
carpenterjennifer@example.com,Bell-Henderson Project,13-08-2023,19-08-2023,,Excited to get started!,9.0,7.0,4.0,4.0,5.0,7.0,1.0,Sales Activity
ricardo57@example.org,Vasquez PLC Initiative,10-12-2023,16-12-2023,,Eager to collaborate with the team,,,5.0,6.0,5.0,5.0,,BAU Activity
fowlerrichard@example.net,Pierce and Sons Solution,23-07-2023,29-07-2023,,,4.0,5.0,,5.0,,,2.0,BAU Activity
christianmartin@example.net,Lucas Inc Initiative,18-09-2022,24-09-2022,,,,,7.0,12.0,10.0,5.0,6.0,Sales Activity
paula05@example.net,"Adams, Stewart and Thompson Initiative",22-10-2023,28-10-2023,,,,,10.0,9.0,11.0,1.0,,Sales Activity
walkermark@example.net,Yoder Inc Initiative,31-12-2023,06-01-2024,,Excited to get started!,4.0,7.0,,5.0,5.0,0.0,2.0,Sales Activity
shannon80@example.com,Love Inc Initiative,17-03-2024,23-03-2024,,,0.0,,9.0,,4.0,,0.0,Sales Activity
samanthawilliams@example.org,Yoder Inc Initiative,04-02-2024,10-02-2024,,,2.0,,6.0,12.0,,4.0,12.0,Sales Activity
frankmorris@example.com,"Lopez, Ramirez and Harris Initiative",19-03-2023,25-03-2023,,Feeling motivated,1.0,4.0,6.0,4.0,6.0,,1.0,Sales Activity
grossjeffery@example.com,White-Lozano Project,10-12-2023,16-12-2023,,,3.0,12.0,6.0,6.0,5.0,4.0,5.0,BAU Activity
connor47@example.com,Walker-Evans Initiative,26-03-2023,01-04-2023,,Ready to dive in,,3.0,2.0,,,1.0,3.0,Sales Activity
llynn@example.org,Singh Ltd Solution,14-05-2023,20-05-2023,,,2.0,,7.0,4.0,1.0,11.0,12.0,BAU Activity
ustewart@example.net,Wright PLC Solution,24-04-2022,30-04-2022,,,1.0,11.0,4.0,4.0,8.0,4.0,4.0,BAU Activity
simmonsbilly@example.org,Clark Group Initiative,07-05-2023,13-05-2023,,Feeling optimistic about this project,3.0,4.0,,,,,2.0,Sales Activity
reedbradley@example.org,Nolan-Clark Initiative,16-07-2023,22-07-2023,,,2.0,5.0,0.0,,,10.0,6.0,Sales Activity
brandylee@example.net,Singh Ltd Solution,29-05-2022,04-06-2022,,,,0.0,4.0,5.0,9.0,,,Sales Activity
gfigueroa@example.org,Williams LLC Initiative,03-03-2024,09-03-2024,,Hopeful for a successful outcome,,5.0,11.0,5.0,1.0,7.0,5.0,BAU Activity
barry91@example.net,Nolan-Clark Initiative,10-07-2022,16-07-2022,,Excited to get started!,3.0,,3.0,5.0,5.0,,12.0,BAU Activity
michelle36@example.net,Rodriguez-Fletcher Solution,12-03-2023,18-03-2023,,,1.0,3.0,4.0,,,5.0,2.0,Sales Activity
bryanwaters@example.net,"Adams, Stewart and Thompson Initiative",03-07-2022,09-07-2022,,,,4.0,5.0,10.0,,5.0,2.0,BAU Activity
hfrancis@example.com,Love Inc Initiative,12-03-2023,18-03-2023,,Feeling optimistic about this project,4.0,,5.0,10.0,3.0,5.0,3.0,BAU Activity
samantha46@example.net,Lyons-Harrison Initiative,04-12-2022,10-12-2022,,Eager to collaborate with the team,5.0,5.0,4.0,5.0,,3.0,12.0,Sales Activity
olivia71@example.org,Warren-Ingram Initiative,14-01-2024,20-01-2024,,Looking forward to the challenge,0.0,,,5.0,6.0,,7.0,BAU Activity
pereztracy@example.net,"Webster, Wiley and Phillips Project",09-10-2022,15-10-2022,,Hopeful for a successful outcome,11.0,11.0,,6.0,,4.0,,BAU Activity
brandy69@example.net,Walker-Evans Initiative,28-01-2024,03-02-2024,,,,,,,,5.0,4.0,BAU Activity
jonathan98@example.org,Hale-Aguilar Solution,18-02-2024,24-02-2024,,,4.0,5.0,,4.0,,5.0,0.0,BAU Activity
james76@example.com,White-Lozano Project,17-09-2023,23-09-2023,,,,4.0,6.0,3.0,5.0,4.0,1.0,Sales Activity
frankbrandon@example.net,Rodriguez-Fletcher Solution,12-06-2022,18-06-2022,,Feeling optimistic about this project,5.0,4.0,10.0,6.0,4.0,4.0,,BAU Activity
theresahurley@example.net,Singh Ltd Solution,31-12-2023,06-01-2024,,Can't wait to see the end result,1.0,,2.0,5.0,7.0,1.0,1.0,BAU Activity
mcculloughbonnie@example.com,Vasquez PLC Initiative,05-02-2023,11-02-2023,,,,,,1.0,5.0,12.0,,BAU Activity
marypeters@example.com,Ford-Gibson Project,07-04-2024,13-04-2024,,,,10.0,6.0,4.0,4.0,4.0,,Sales Activity
hillmaria@example.org,Nolan-Clark Initiative,18-09-2022,24-09-2022,,Feeling motivated,,5.0,5.0,,3.0,,,BAU Activity
charlesbest@example.net,Warren-Ingram Initiative,07-04-2024,13-04-2024,,Feeling motivated,12.0,10.0,6.0,0.0,,,2.0,BAU Activity
owensmichael@example.org,Harris-Randolph Initiative,28-01-2024,03-02-2024,,Eager to collaborate with the team,3.0,4.0,4.0,1.0,1.0,5.0,3.0,BAU Activity
gallagherevan@example.com,"Lam, Fisher and Abbott Project",18-02-2024,24-02-2024,,,,,6.0,5.0,,4.0,,Sales Activity
bsimpson@example.com,"Smith, Richard and Arroyo Project",06-08-2023,12-08-2023,,,0.0,4.0,,4.0,,8.0,1.0,BAU Activity
edwardslisa@example.org,Shaw-Lara Solution,01-01-2023,07-01-2023,,Excited to get started!,2.0,5.0,1.0,5.0,,10.0,0.0,Sales Activity
rogersbrian@example.org,Wright PLC Solution,09-07-2023,15-07-2023,,Excited to get started!,1.0,4.0,5.0,,,5.0,,BAU Activity
jill59@example.com,Harrison LLC Solution,04-02-2024,10-02-2024,,Feeling motivated,6.0,10.0,,,4.0,5.0,,BAU Activity
gregorycaleb@example.org,"Smith, Richard and Arroyo Project",09-10-2022,15-10-2022,,Ready to dive in,12.0,6.0,1.0,7.0,6.0,4.0,0.0,BAU Activity
williammolina@example.net,Rodriguez-Fletcher Solution,05-02-2023,11-02-2023,,Feeling optimistic about this project,3.0,2.0,5.0,0.0,4.0,,,Sales Activity
johnsoneric@example.org,Rodriguez-Fletcher Solution,26-02-2023,04-03-2023,,,4.0,5.0,5.0,3.0,6.0,,5.0,BAU Activity
catherinegarcia@example.org,Yoder Inc Initiative,03-12-2023,09-12-2023,,,3.0,4.0,,,5.0,11.0,3.0,BAU Activity
vincent27@example.net,"Rice, Jones and Harris Initiative",26-03-2023,01-04-2023,,,,4.0,,6.0,,5.0,0.0,Sales Activity
morganlester@example.org,Love Inc Initiative,02-07-2023,08-07-2023,,Ready to dive in,,,7.0,2.0,5.0,4.0,,Sales Activity
juliasmith@example.net,Knox-Pope Initiative,01-05-2022,07-05-2022,,Ready to dive in,0.0,5.0,,,,6.0,,Sales Activity
hrobinson@example.org,"Hall, Copeland and Fuller Solution",05-03-2023,11-03-2023,,,2.0,11.0,2.0,5.0,5.0,6.0,4.0,BAU Activity
joshuawilliams@example.org,Ford-Gibson Project,18-12-2022,24-12-2022,,,6.0,2.0,9.0,2.0,,,0.0,BAU Activity
patricia93@example.com,Lam-Garrison Initiative,10-03-2024,16-03-2024,,Ready to dive in,2.0,6.0,,4.0,,6.0,,Sales Activity
carrollrobert@example.net,Yoder Inc Initiative,31-03-2024,06-04-2024,,Excited to get started!,2.0,,,0.0,7.0,,1.0,BAU Activity
donald35@example.org,"Hale, Gray and Martinez Initiative",09-04-2023,15-04-2023,,Looking forward to the challenge,,4.0,,3.0,,7.0,0.0,BAU Activity
lrobertson@example.net,Lucas Inc Initiative,19-06-2022,25-06-2022,,Can't wait to see the end result,,,,,12.0,,2.0,BAU Activity
jasminekent@example.net,Love Inc Initiative,01-05-2022,07-05-2022,,,,,4.0,4.0,,,2.0,BAU Activity
poolechristy@example.org,Miller Group Project,20-11-2022,26-11-2022,,,,,9.0,5.0,4.0,6.0,4.0,Sales Activity
stevenssierra@example.org,"Lopez, Ramirez and Harris Initiative",24-12-2023,30-12-2023,,,1.0,0.0,3.0,11.0,5.0,12.0,0.0,Sales Activity
sjohnson@example.org,Nguyen-Cox Initiative,24-09-2023,30-09-2023,,,3.0,,,12.0,4.0,,,Sales Activity
gmarquez@example.org,Warren-Ingram Initiative,30-10-2022,05-11-2022,,,1.0,,11.0,,9.0,5.0,,Sales Activity
brenda72@example.com,Rodriguez-Fletcher Solution,11-02-2024,17-02-2024,,,2.0,,5.0,8.0,3.0,3.0,,BAU Activity
brianna57@example.net,"Lopez, Ramirez and Harris Initiative",28-01-2024,03-02-2024,,Feeling optimistic about this project,1.0,4.0,4.0,6.0,5.0,6.0,7.0,BAU Activity
gmyers@example.com,Harris-Randolph Initiative,24-03-2024,30-03-2024,,,,4.0,,,6.0,9.0,3.0,Sales Activity
yhudson@example.org,Vasquez PLC Initiative,20-11-2022,26-11-2022,,Ready to dive in,,12.0,6.0,,5.0,10.0,2.0,BAU Activity
davismatthew@example.org,Singh Ltd Solution,05-03-2023,11-03-2023,,Feeling optimistic about this project,0.0,6.0,6.0,10.0,,,0.0,Sales Activity
ruizjesus@example.com,Love Inc Initiative,25-06-2023,01-07-2023,,,,,8.0,10.0,6.0,5.0,1.0,BAU Activity
dawnrivas@example.com,White-Lozano Project,03-03-2024,09-03-2024,,,,,,4.0,4.0,4.0,,Sales Activity
robert12@example.com,Carson-Clayton Initiative,31-12-2023,06-01-2024,,Feeling motivated,0.0,4.0,7.0,4.0,5.0,12.0,,Sales Activity
campbellwilliam@example.com,Lam-Garrison Initiative,10-07-2022,16-07-2022,,Feeling optimistic about this project,5.0,4.0,,5.0,4.0,12.0,,BAU Activity
joy18@example.net,Knox-Pope Initiative,11-02-2024,17-02-2024,,Feeling optimistic about this project,5.0,12.0,0.0,5.0,,4.0,,BAU Activity
murphymaria@example.org,Yoder Inc Initiative,29-01-2023,04-02-2023,,,9.0,9.0,9.0,2.0,,9.0,,BAU Activity
veronica68@example.net,Boyer Inc Solution,15-10-2023,21-10-2023,,,2.0,3.0,6.0,,6.0,0.0,6.0,Sales Activity
lhart@example.net,Shaw-Lara Solution,04-12-2022,10-12-2022,,,,,5.0,2.0,,,,BAU Activity
lewismorgan@example.com,"Smith, Richard and Arroyo Project",30-10-2022,05-11-2022,,Excited to get started!,1.0,4.0,6.0,1.0,2.0,5.0,0.0,Sales Activity
wagnersamantha@example.com,Ford-Gibson Project,06-08-2023,12-08-2023,,,1.0,12.0,3.0,1.0,4.0,5.0,,BAU Activity
caleb14@example.org,Miller Group Project,31-07-2022,06-08-2022,,Eager to collaborate with the team,0.0,,5.0,,4.0,1.0,,Sales Activity
leslie28@example.net,Thomas Inc Project,23-07-2023,29-07-2023,,,,,5.0,,4.0,12.0,5.0,Sales Activity
downsernest@example.org,Singh Ltd Solution,07-04-2024,13-04-2024,,Feeling motivated,12.0,3.0,,2.0,,3.0,1.0,Sales Activity
qmason@example.org,White-Lozano Project,08-01-2023,14-01-2023,,,12.0,3.0,4.0,6.0,,,0.0,Sales Activity
nsmall@example.org,Pierce and Sons Solution,04-09-2022,10-09-2022,,Eager to collaborate with the team,,1.0,,,6.0,,1.0,Sales Activity
amandasmith@example.org,"Lam, Fisher and Abbott Project",17-03-2024,23-03-2024,,,0.0,4.0,,4.0,,,11.0,Sales Activity
mariawilliams@example.com,White-Lozano Project,19-02-2023,25-02-2023,,Feeling motivated,10.0,5.0,7.0,0.0,,,1.0,BAU Activity
gmcintyre@example.net,Bell-Henderson Project,21-01-2024,27-01-2024,,,,1.0,5.0,5.0,5.0,11.0,,Sales Activity
rickyclark@example.org,"Johnson, Williams and Stanley Solution",04-12-2022,10-12-2022,,,3.0,11.0,4.0,12.0,,2.0,1.0,Sales Activity
benjamin70@example.org,White-Lozano Project,21-08-2022,27-08-2022,,Feeling motivated,2.0,,,4.0,4.0,4.0,2.0,BAU Activity
gwilliams@example.org,Shaw-Lara Solution,04-02-2024,10-02-2024,,Eager to collaborate with the team,0.0,8.0,9.0,5.0,,,,BAU Activity
shelley35@example.net,Harrison LLC Solution,05-03-2023,11-03-2023,,Can't wait to see the end result,,5.0,11.0,4.0,1.0,4.0,0.0,Sales Activity
iolson@example.net,"Webster, Wiley and Phillips Project",31-03-2024,06-04-2024,,Feeling optimistic about this project,9.0,,,5.0,5.0,5.0,,Sales Activity
jmcclain@example.com,Bell-Henderson Project,24-07-2022,30-07-2022,,,0.0,6.0,8.0,,4.0,1.0,1.0,BAU Activity
eford@example.com,Walker-Evans Initiative,19-02-2023,25-02-2023,,Hopeful for a successful outcome,2.0,,10.0,5.0,5.0,6.0,1.0,BAU Activity
jacobwhite@example.org,Walker-Evans Initiative,03-12-2023,09-12-2023,,Hopeful for a successful outcome,1.0,,9.0,4.0,,,0.0,BAU Activity
sarah96@example.org,Roberts Ltd Initiative,18-12-2022,24-12-2022,,Looking forward to the challenge,12.0,6.0,5.0,5.0,6.0,4.0,9.0,Sales Activity
samantha05@example.net,"Rice, Jones and Harris Initiative",27-08-2023,02-09-2023,,,,6.0,,6.0,,8.0,3.0,BAU Activity
stacy16@example.org,Davis-Sullivan Project,24-12-2023,30-12-2023,,Feeling optimistic about this project,3.0,5.0,4.0,3.0,4.0,4.0,,Sales Activity
xspears@example.net,Lucas Inc Initiative,24-12-2023,30-12-2023,,Feeling optimistic about this project,2.0,11.0,10.0,,4.0,3.0,8.0,BAU Activity
jbrown@example.com,Miller Group Project,11-06-2023,17-06-2023,,Hopeful for a successful outcome,1.0,,,,1.0,4.0,,Sales Activity
westjoshua@example.org,Pierce and Sons Solution,23-04-2023,29-04-2023,,Ready to dive in,1.0,4.0,8.0,4.0,5.0,5.0,1.0,BAU Activity
benjamin93@example.org,Shaw-Lara Solution,07-08-2022,13-08-2022,,Can't wait to see the end result,0.0,6.0,,4.0,,4.0,2.0,BAU Activity
armstrongkristen@example.com,Davis-Sullivan Project,16-07-2023,22-07-2023,,Can't wait to see the end result,2.0,3.0,,5.0,6.0,4.0,,Sales Activity
shannonfranklin@example.net,Clark Group Initiative,01-05-2022,07-05-2022,,,,10.0,6.0,4.0,5.0,6.0,,Sales Activity
wellsjessica@example.net,Hale-Aguilar Solution,02-07-2023,08-07-2023,,Excited to get started!,2.0,,4.0,,11.0,6.0,2.0,Sales Activity
greenetyler@example.org,"Adams, Stewart and Thompson Initiative",17-09-2023,23-09-2023,,Looking forward to the challenge,,,,4.0,5.0,6.0,1.0,Sales Activity
robynjohnson@example.net,Shaffer-Donovan Initiative,10-09-2023,16-09-2023,,Can't wait to see the end result,1.0,4.0,,,4.0,,,BAU Activity
evansgary@example.org,Lucas Inc Initiative,31-03-2024,06-04-2024,,Looking forward to the challenge,2.0,2.0,,5.0,,4.0,0.0,Sales Activity
frankbrandon@example.net,Rodriguez-Fletcher Solution,06-11-2022,12-11-2022,,Can't wait to see the end result,,5.0,4.0,10.0,6.0,,3.0,BAU Activity
jillianirwin@example.org,Thomas Inc Project,06-08-2023,12-08-2023,,,6.0,11.0,,,9.0,3.0,2.0,Sales Activity
franklinstacy@example.org,Wright PLC Solution,22-01-2023,28-01-2023,,,,,,6.0,,,,BAU Activity
sashley@example.com,Vasquez PLC Initiative,29-01-2023,04-02-2023,,Hopeful for a successful outcome,3.0,4.0,6.0,,1.0,4.0,2.0,Sales Activity
williamfriedman@example.com,Walker-Evans Initiative,16-04-2023,22-04-2023,,,2.0,,5.0,4.0,0.0,,1.0,Sales Activity
katieromero@example.org,Boyer Inc Solution,17-07-2022,23-07-2022,,Feeling optimistic about this project,12.0,2.0,4.0,3.0,4.0,4.0,1.0,BAU Activity
slewis@example.org,Lam-Garrison Initiative,10-03-2024,16-03-2024,,Eager to collaborate with the team,0.0,,2.0,11.0,,6.0,8.0,BAU Activity
tammybrown@example.net,White-Holland Solution,11-12-2022,17-12-2022,,,2.0,10.0,,4.0,5.0,4.0,,Sales Activity
colebrittany@example.net,Davis-Sullivan Project,01-05-2022,07-05-2022,,,,,,5.0,,8.0,10.0,Sales Activity
rodney15@example.net,Bailey-Jimenez Solution,03-03-2024,09-03-2024,,Feeling motivated,9.0,,5.0,4.0,6.0,,3.0,Sales Activity
benjamin27@example.net,Morgan Inc Project,19-06-2022,25-06-2022,,,,,7.0,,2.0,4.0,6.0,Sales Activity
scott98@example.net,Hale-Aguilar Solution,26-03-2023,01-04-2023,,,1.0,4.0,,4.0,,4.0,0.0,BAU Activity
thomastodd@example.net,Nguyen-Cox Initiative,15-05-2022,21-05-2022,,Looking forward to the challenge,3.0,6.0,4.0,12.0,5.0,,1.0,Sales Activity
thompsonjohn@example.com,"Rice, Jones and Harris Initiative",07-01-2024,13-01-2024,,,2.0,6.0,,5.0,12.0,,5.0,Sales Activity
langcarol@example.net,Rodriguez-Fletcher Solution,02-07-2023,08-07-2023,,,0.0,7.0,4.0,10.0,,6.0,8.0,BAU Activity
kvaldez@example.org,"Lam, Fisher and Abbott Project",13-11-2022,19-11-2022,,Ready to dive in,,4.0,,,12.0,,9.0,Sales Activity
cookchristie@example.com,Vasquez PLC Initiative,14-05-2023,20-05-2023,,,,6.0,,5.0,5.0,0.0,,BAU Activity
wmontgomery@example.com,Warren-Ingram Initiative,25-09-2022,01-10-2022,,Looking forward to the challenge,1.0,10.0,12.0,4.0,5.0,7.0,1.0,BAU Activity
morgandiaz@example.org,"Johnson, Williams and Stanley Solution",22-01-2023,28-01-2023,,,1.0,4.0,6.0,9.0,,,3.0,Sales Activity
xhogan@example.net,Lam-Garrison Initiative,19-06-2022,25-06-2022,,Excited to get started!,,,4.0,4.0,,,3.0,Sales Activity
froberts@example.org,Yoder Inc Initiative,30-04-2023,06-05-2023,,,2.0,,5.0,5.0,10.0,8.0,,Sales Activity
richardjohnson@example.com,Harris-Randolph Initiative,21-08-2022,27-08-2022,,,2.0,5.0,,9.0,6.0,,3.0,BAU Activity
cherylmcdonald@example.net,Clark Group Initiative,10-04-2022,16-04-2022,,Feeling motivated,,4.0,,10.0,,0.0,,BAU Activity
suttontodd@example.org,Vasquez PLC Initiative,23-10-2022,29-10-2022,,Feeling motivated,,8.0,4.0,,12.0,,,BAU Activity
mcphersonaudrey@example.com,"Johnson, Williams and Stanley Solution",09-07-2023,15-07-2023,,Hopeful for a successful outcome,,4.0,6.0,6.0,1.0,1.0,2.0,BAU Activity
juan62@example.com,"Adams, Stewart and Thompson Initiative",12-03-2023,18-03-2023,,Feeling motivated,,2.0,4.0,6.0,,3.0,,Sales Activity
floreslisa@example.net,Carson-Clayton Initiative,03-12-2023,09-12-2023,,Ready to dive in,,0.0,5.0,4.0,2.0,0.0,2.0,Sales Activity
edwinkeller@example.com,Hale-Aguilar Solution,13-08-2023,19-08-2023,,,2.0,6.0,5.0,6.0,6.0,,11.0,Sales Activity
zpena@example.com,Carson-Clayton Initiative,16-04-2023,22-04-2023,,Can't wait to see the end result,2.0,12.0,,,4.0,,,BAU Activity
kellimiller@example.org,Yoder Inc Initiative,12-03-2023,18-03-2023,,,,4.0,4.0,4.0,12.0,4.0,6.0,Sales Activity
rhonda95@example.com,Hale-Aguilar Solution,05-06-2022,11-06-2022,,Looking forward to the challenge,0.0,,6.0,4.0,5.0,,9.0,BAU Activity
xsmith@example.net,"Hale, Gray and Martinez Initiative",07-04-2024,13-04-2024,,Feeling optimistic about this project,10.0,5.0,6.0,,,4.0,2.0,BAU Activity
danielpacheco@example.com,Boyer Inc Solution,29-10-2023,04-11-2023,,Hopeful for a successful outcome,6.0,4.0,4.0,1.0,,4.0,3.0,BAU Activity
kelly74@example.net,Nguyen-Cox Initiative,18-06-2023,24-06-2023,,,5.0,,,3.0,5.0,1.0,10.0,Sales Activity
lorihoward@example.com,"Hall, Copeland and Fuller Solution",12-03-2023,18-03-2023,,,,8.0,4.0,5.0,,4.0,3.0,BAU Activity
williamskimberly@example.org,"Lopez, Ramirez and Harris Initiative",04-12-2022,10-12-2022,,,2.0,4.0,5.0,5.0,,6.0,11.0,BAU Activity
joshuapearson@example.net,Clark Group Initiative,08-01-2023,14-01-2023,,,0.0,5.0,,5.0,8.0,5.0,3.0,BAU Activity
teresawatkins@example.org,Ford-Gibson Project,31-03-2024,06-04-2024,,,3.0,4.0,4.0,6.0,4.0,,10.0,BAU Activity
edward69@example.com,"Hall, Copeland and Fuller Solution",04-12-2022,10-12-2022,,Looking forward to the challenge,1.0,4.0,5.0,11.0,5.0,2.0,1.0,BAU Activity
james22@example.org,Wright PLC Solution,04-02-2024,10-02-2024,,,0.0,,,4.0,,,3.0,Sales Activity
uedwards@example.net,Williams LLC Initiative,05-11-2023,11-11-2023,,,0.0,4.0,,9.0,4.0,5.0,,Sales Activity
williamhorn@example.net,"Johnson, Pierce and Davis Project",24-07-2022,30-07-2022,,Ready to dive in,1.0,11.0,,0.0,5.0,,0.0,BAU Activity
isaac01@example.org,Williams LLC Initiative,07-05-2023,13-05-2023,,Ready to dive in,,6.0,,5.0,4.0,4.0,2.0,Sales Activity
danacastro@example.org,Lam-Garrison Initiative,10-03-2024,16-03-2024,,,2.0,12.0,5.0,,5.0,,0.0,Sales Activity
jonathan40@example.com,"Silva, Wright and Schmidt Initiative",26-03-2023,01-04-2023,,,,6.0,,,4.0,5.0,1.0,Sales Activity
johnsonscott@example.org,Bell-Henderson Project,07-04-2024,13-04-2024,,Feeling optimistic about this project,3.0,2.0,,,,7.0,9.0,Sales Activity
brian59@example.org,"Johnson, Pierce and Davis Project",30-07-2023,05-08-2023,,,,0.0,5.0,2.0,5.0,4.0,7.0,Sales Activity
ngeorge@example.net,Lyons-Harrison Initiative,04-09-2022,10-09-2022,,,6.0,,11.0,4.0,,11.0,,BAU Activity
kevinbarnes@example.org,Bailey-Jimenez Solution,17-03-2024,23-03-2024,,,10.0,,,1.0,5.0,,7.0,BAU Activity
msteele@example.org,White-Holland Solution,07-08-2022,13-08-2022,,,1.0,12.0,5.0,10.0,3.0,8.0,11.0,Sales Activity
kathryn12@example.net,Morgan Inc Project,28-08-2022,03-09-2022,,Feeling optimistic about this project,11.0,,,5.0,11.0,4.0,2.0,BAU Activity
cherryjessica@example.net,"Lopez, Ramirez and Harris Initiative",10-12-2023,16-12-2023,,Eager to collaborate with the team,0.0,4.0,,,12.0,,1.0,Sales Activity
felicia68@example.org,Lucas Inc Initiative,19-11-2023,25-11-2023,,Ready to dive in,,,1.0,5.0,4.0,6.0,2.0,BAU Activity
haleystephen@example.com,"Lopez, Ramirez and Harris Initiative",15-10-2023,21-10-2023,,Excited to get started!,,4.0,,,10.0,,7.0,BAU Activity
jacksonroy@example.net,Warren-Ingram Initiative,26-03-2023,01-04-2023,,,2.0,11.0,,,,,1.0,Sales Activity
andrew20@example.com,Nolan-Clark Initiative,30-07-2023,05-08-2023,,,12.0,4.0,5.0,,,,,Sales Activity
wendy78@example.com,"Johnson, Pierce and Davis Project",29-05-2022,04-06-2022,,,8.0,,11.0,5.0,,,2.0,Sales Activity
austinbaldwin@example.com,Roberts Ltd Initiative,28-01-2024,03-02-2024,,Hopeful for a successful outcome,3.0,4.0,2.0,6.0,9.0,11.0,6.0,Sales Activity
colebrittany@example.net,Davis-Sullivan Project,28-05-2023,03-06-2023,,Hopeful for a successful outcome,11.0,,5.0,9.0,5.0,9.0,2.0,Sales Activity
andersonzachary@example.org,Vasquez PLC Initiative,15-05-2022,21-05-2022,,Looking forward to the challenge,1.0,10.0,4.0,5.0,,,,Sales Activity
barbara52@example.net,"Silva, Wright and Schmidt Initiative",12-03-2023,18-03-2023,,,0.0,9.0,,11.0,6.0,6.0,,Sales Activity
lking@example.net,"Webster, Wiley and Phillips Project",13-08-2023,19-08-2023,,Can't wait to see the end result,,10.0,,,4.0,,,BAU Activity
melindastrong@example.com,Clark Group Initiative,29-01-2023,04-02-2023,,,6.0,2.0,5.0,7.0,12.0,,0.0,Sales Activity
theresahurley@example.net,"Lopez, Ramirez and Harris Initiative",21-05-2023,27-05-2023,,Excited to get started!,0.0,5.0,,5.0,9.0,,0.0,Sales Activity
justin90@example.com,Ford-Gibson Project,17-07-2022,23-07-2022,,Ready to dive in,0.0,4.0,,6.0,,5.0,,Sales Activity
ypreston@example.com,Vasquez PLC Initiative,14-08-2022,20-08-2022,,,2.0,,,,10.0,1.0,,Sales Activity
rossbrian@example.com,"Rice, Jones and Harris Initiative",14-05-2023,20-05-2023,,Can't wait to see the end result,0.0,11.0,,,4.0,4.0,,BAU Activity
vegamegan@example.org,"Silva, Wright and Schmidt Initiative",07-05-2023,13-05-2023,,Ready to dive in,1.0,,11.0,4.0,,5.0,,Sales Activity
williamsemily@example.com,Lewis PLC Project,02-04-2023,08-04-2023,,Feeling optimistic about this project,1.0,6.0,,11.0,,5.0,,BAU Activity
munozjonathan@example.net,Carson-Clayton Initiative,25-06-2023,01-07-2023,,Feeling optimistic about this project,6.0,10.0,6.0,4.0,,,12.0,Sales Activity
ganderson@example.org,Roberts Ltd Initiative,14-05-2023,20-05-2023,,Hopeful for a successful outcome,7.0,5.0,10.0,,,10.0,,BAU Activity
gatkinson@example.net,Clark Group Initiative,24-04-2022,30-04-2022,,Feeling motivated,8.0,6.0,,6.0,4.0,6.0,,Sales Activity
jasonneal@example.net,Sanchez Inc Initiative,10-09-2023,16-09-2023,,,2.0,4.0,5.0,5.0,9.0,6.0,9.0,Sales Activity
catherinegarcia@example.org,Yoder Inc Initiative,01-01-2023,07-01-2023,,Hopeful for a successful outcome,0.0,,1.0,10.0,,11.0,6.0,BAU Activity
williamvang@example.org,Shaw-Lara Solution,17-12-2023,23-12-2023,,Eager to collaborate with the team,,5.0,5.0,12.0,5.0,6.0,1.0,BAU Activity
michaelvalenzuela@example.net,"Adams, Stewart and Thompson Initiative",01-10-2023,07-10-2023,,Feeling motivated,1.0,,4.0,6.0,4.0,5.0,7.0,Sales Activity
davidtorres@example.net,Lyons-Harrison Initiative,29-05-2022,04-06-2022,,,1.0,,5.0,,4.0,,1.0,Sales Activity
jason70@example.org,White-Lozano Project,11-09-2022,17-09-2022,,,,8.0,1.0,4.0,,,1.0,Sales Activity
steven31@example.org,"Johnson, Pierce and Davis Project",31-07-2022,06-08-2022,,,0.0,5.0,,4.0,,4.0,,BAU Activity
wjohnson@example.com,Vasquez PLC Initiative,21-01-2024,27-01-2024,,,,5.0,,4.0,7.0,2.0,1.0,BAU Activity
xgarrison@example.net,"Johnson, Pierce and Davis Project",06-08-2023,12-08-2023,,Ready to dive in,,8.0,9.0,5.0,4.0,10.0,7.0,Sales Activity
richardsdwayne@example.com,Ford-Gibson Project,23-10-2022,29-10-2022,,,1.0,8.0,1.0,4.0,9.0,,4.0,BAU Activity
olivia27@example.com,Roberts Ltd Initiative,19-11-2023,25-11-2023,,,,1.0,4.0,9.0,5.0,,,Sales Activity
mnorton@example.net,Boyer Inc Solution,04-09-2022,10-09-2022,,Feeling optimistic about this project,0.0,,6.0,6.0,,,2.0,BAU Activity
zacharyadams@example.org,Clark Group Initiative,02-04-2023,08-04-2023,,Excited to get started!,4.0,6.0,,,,,0.0,Sales Activity
cole93@example.org,"Smith, Richard and Arroyo Project",24-03-2024,30-03-2024,,Can't wait to see the end result,11.0,9.0,7.0,,5.0,,3.0,BAU Activity
becky07@example.org,Rodriguez-Fletcher Solution,07-01-2024,13-01-2024,,,0.0,,5.0,,6.0,,0.0,Sales Activity
